"","x"
"27766","food"
"27767","entertainment"
"27768","entertainment"
"27769","food"
"27770","none"
"27771","food"
"27772","work"
"27773","people"
"27774","people"
"27775","entertainment"
"27776","people"
"27777","exercise"
"27778","pets"
"27779","food"
"27780","pets"
"27781","none"
"27782","exercise"
"27783","family"
"27784","food"
"27785","food"
"27786","food"
"27787","family"
"27788","food"
"27789","pets"
"27790","none"
"27791","none"
"27792","none"
"27793","none"
"27794","people"
"27795","exercise"
"27796","none"
"27797","family"
"27798","none"
"27799","people"
"27800","food"
"27801","people"
"27802","none"
"27803","people"
"27804","school"
"27805","people"
"27806","shopping"
"27807","food"
"27808","food"
"27809","pets"
"27810","people"
"27811","entertainment"
"27812","food"
"27813","family"
"27814","food"
"27815","people"
"27816","exercise"
"27817","exercise"
"27818","food"
"27819","people"
"27820","people"
"27821","shopping"
"27822","shopping"
"27823","none"
"27824","work"
"27825","entertainment"
"27826","food"
"27827","people"
"27828","food"
"27829","food"
"27830","pets"
"27831","none"
"27832","family"
"27833","people"
"27834","exercise"
"27835","people"
"27836","people"
"27837","none"
"27838","people"
"27839","exercise"
"27840","people"
"27841","exercise"
"27842","food"
"27843","family"
"27844","people"
"27845","none"
"27846","none"
"27847","food"
"27848","pets"
"27849","food"
"27850","food"
"27851","none"
"27852","people"
"27853","family"
"27854","family"
"27855","work"
"27856","pets"
"27857","food"
"27858","people"
"27859","entertainment"
"27860","exercise"
"27861","exercise"
"27862","exercise"
"27863","food"
"27864","food"
"27865","none"
"27866","entertainment"
"27867","none"
"27868","exercise"
"27869","none"
"27870","none"
"27871","work"
"27872","food"
"27873","family"
"27874","none"
"27875","none"
"27876","work"
"27877","people"
"27878","entertainment"
"27879","none"
"27880","food"
"27881","none"
"27882","none"
"27883","none"
"27884","food"
"27885","family"
"27886","none"
"27887","family"
"27888","family"
"27889","people"
"27890","family"
"27891","family"
"27892","family"
"27893","family"
"27894","none"
"27895","school"
"27896","food"
"27897","school"
"27898","shopping"
"27899","exercise"
"27900","none"
"27901","food"
"27902","entertainment"
"27903","exercise"
"27904","people"
"27905","food"
"27906","entertainment"
"27907","none"
"27908","exercise"
"27909","none"
"27910","none"
"27911","food"
"27912","food"
"27913","food"
"27914","none"
"27915","work"
"27916","entertainment"
"27917","family"
"27918","none"
"27919","family"
"27920","family"
"27921","none"
"27922","work"
"27923","work"
"27924","school"
"27925","work"
"27926","none"
"27927","none"
"27928","work"
"27929","none"
"27930","people"
"27931","people"
"27932","entertainment"
"27933","exercise"
"27934","none"
"27935","none"
"27936","people"
"27937","none"
"27938","none"
"27939","exercise"
"27940","none"
"27941","family"
"27942","food"
"27943","none"
"27944","exercise"
"27945","shopping"
"27946","school"
"27947","none"
"27948","food"
"27949","exercise"
"27950","food"
"27951","food"
"27952","food"
"27953","food"
"27954","pets"
"27955","family"
"27956","exercise"
"27957","exercise"
"27958","family"
"27959","family"
"27960","none"
"27961","none"
"27962","none"
"27963","none"
"27964","none"
"27965","none"
"27966","food"
"27967","family"
"27968","exercise"
"27969","people"
"27970","none"
"27971","none"
"27972","none"
"27973","exercise"
"27974","exercise"
"27975","entertainment"
"27976","people"
"27977","none"
"27978","work"
"27979","pets"
"27980","people"
"27981","school"
"27982","none"
"27983","people"
"27984","none"
"27985","work"
"27986","people"
"27987","entertainment"
"27988","exercise"
"27989","none"
"27990","entertainment"
"27991","family"
"27992","entertainment"
"27993","entertainment"
"27994","people"
"27995","food"
"27996","entertainment"
"27997","people"
"27998","family"
"27999","food"
"28000","family"
"28001","family"
"28002","none"
"28003","food"
"28004","family"
"28005","work"
"28006","none"
"28007","food"
"28008","none"
"28009","none"
"28010","none"
"28011","family"
"28012","work"
"28013","none"
"28014","work"
"28015","food"
"28016","shopping"
"28017","food"
"28018","none"
"28019","people"
"28020","none"
"28021","people"
"28022","none"
"28023","entertainment"
"28024","people"
"28025","entertainment"
"28026","food"
"28027","people"
"28028","entertainment"
"28029","food"
"28030","people"
"28031","people"
"28032","shopping"
"28033","shopping"
"28034","none"
"28035","none"
"28036","entertainment"
"28037","none"
"28038","none"
"28039","shopping"
"28040","none"
"28041","none"
"28042","none"
"28043","none"
"28044","exercise"
"28045","none"
"28046","entertainment"
"28047","none"
"28048","none"
"28049","food"
"28050","school"
"28051","none"
"28052","none"
"28053","none"
"28054","people"
"28055","none"
"28056","none"
"28057","entertainment"
"28058","none"
"28059","none"
"28060","exercise"
"28061","none"
"28062","people"
"28063","none"
"28064","entertainment"
"28065","food"
"28066","food"
"28067","none"
"28068","food"
"28069","none"
"28070","work"
"28071","none"
"28072","food"
"28073","none"
"28074","none"
"28075","food"
"28076","people"
"28077","food"
"28078","entertainment"
"28079","none"
"28080","none"
"28081","entertainment"
"28082","entertainment"
"28083","entertainment"
"28084","family"
"28085","food"
"28086","people"
"28087","people"
"28088","none"
"28089","family"
"28090","entertainment"
"28091","exercise"
"28092","people"
"28093","family"
"28094","pets"
"28095","none"
"28096","food"
"28097","pets"
"28098","none"
"28099","food"
"28100","people"
"28101","school"
"28102","none"
"28103","work"
"28104","food"
"28105","food"
"28106","none"
"28107","people"
"28108","people"
"28109","pets"
"28110","none"
"28111","none"
"28112","none"
"28113","none"
"28114","none"
"28115","family"
"28116","shopping"
"28117","people"
"28118","work"
"28119","food"
"28120","none"
"28121","none"
"28122","none"
"28123","none"
"28124","exercise"
"28125","none"
"28126","none"
"28127","food"
"28128","people"
"28129","exercise"
"28130","none"
"28131","family"
"28132","exercise"
"28133","work"
"28134","entertainment"
"28135","food"
"28136","family"
"28137","food"
"28138","people"
"28139","entertainment"
"28140","food"
"28141","entertainment"
"28142","exercise"
"28143","family"
"28144","exercise"
"28145","shopping"
"28146","food"
"28147","family"
"28148","none"
"28149","family"
"28150","family"
"28151","family"
"28152","work"
"28153","people"
"28154","none"
"28155","none"
"28156","people"
"28157","entertainment"
"28158","food"
"28159","food"
"28160","food"
"28161","entertainment"
"28162","entertainment"
"28163","people"
"28164","shopping"
"28165","food"
"28166","none"
"28167","work"
"28168","exercise"
"28169","none"
"28170","people"
"28171","none"
"28172","family"
"28173","none"
"28174","family"
"28175","family"
"28176","people"
"28177","family"
"28178","people"
"28179","family"
"28180","people"
"28181","none"
"28182","work"
"28183","family"
"28184","people"
"28185","none"
"28186","family"
"28187","family"
"28188","family"
"28189","entertainment"
"28190","none"
"28191","food"
"28192","food"
"28193","none"
"28194","family"
"28195","family"
"28196","exercise"
"28197","none"
"28198","shopping"
"28199","shopping"
"28200","shopping"
"28201","none"
"28202","none"
"28203","food"
"28204","none"
"28205","none"
"28206","people"
"28207","shopping"
"28208","none"
"28209","family"
"28210","family"
"28211","people"
"28212","food"
"28213","food"
"28214","food"
"28215","food"
"28216","shopping"
"28217","none"
"28218","work"
"28219","work"
"28220","food"
"28221","food"
"28222","work"
"28223","work"
"28224","none"
"28225","people"
"28226","food"
"28227","none"
"28228","pets"
"28229","entertainment"
"28230","people"
"28231","none"
"28232","family"
"28233","none"
"28234","none"
"28235","food"
"28236","family"
"28237","none"
"28238","pets"
"28239","pets"
"28240","shopping"
"28241","exercise"
"28242","school"
"28243","school"
"28244","food"
"28245","none"
"28246","none"
"28247","school"
"28248","food"
"28249","school"
"28250","school"
"28251","none"
"28252","food"
"28253","none"
"28254","none"
"28255","food"
"28256","none"
"28257","none"
"28258","none"
"28259","none"
"28260","family"
"28261","none"
"28262","work"
"28263","entertainment"
"28264","work"
"28265","food"
"28266","people"
"28267","family"
"28268","none"
"28269","none"
"28270","none"
"28271","family"
"28272","none"
"28273","food"
"28274","family"
"28275","family"
"28276","family"
"28277","food"
"28278","food"
"28279","none"
"28280","food"
"28281","entertainment"
"28282","none"
"28283","food"
"28284","family"
"28285","work"
"28286","people"
"28287","none"
"28288","family"
"28289","family"
"28290","none"
"28291","exercise"
"28292","food"
"28293","none"
"28294","exercise"
"28295","none"
"28296","school"
"28297","people"
"28298","family"
"28299","none"
"28300","none"
"28301","people"
"28302","food"
"28303","school"
"28304","food"
"28305","none"
"28306","entertainment"
"28307","entertainment"
"28308","food"
"28309","food"
"28310","exercise"
"28311","family"
"28312","none"
"28313","none"
"28314","people"
"28315","family"
"28316","family"
"28317","family"
"28318","people"
"28319","none"
"28320","food"
"28321","none"
"28322","exercise"
"28323","people"
"28324","entertainment"
"28325","exercise"
"28326","entertainment"
"28327","people"
"28328","none"
"28329","none"
"28330","people"
"28331","none"
"28332","none"
"28333","people"
"28334","entertainment"
"28335","entertainment"
"28336","entertainment"
"28337","entertainment"
"28338","shopping"
"28339","people"
"28340","none"
"28341","none"
"28342","none"
"28343","food"
"28344","food"
"28345","none"
"28346","entertainment"
"28347","work"
"28348","people"
"28349","entertainment"
"28350","food"
"28351","food"
"28352","entertainment"
"28353","entertainment"
"28354","people"
"28355","people"
"28356","none"
"28357","none"
"28358","people"
"28359","food"
"28360","people"
"28361","none"
"28362","food"
"28363","none"
"28364","food"
"28365","entertainment"
"28366","family"
"28367","shopping"
"28368","people"
"28369","entertainment"
"28370","work"
"28371","people"
"28372","family"
"28373","exercise"
"28374","entertainment"
"28375","food"
"28376","family"
"28377","family"
"28378","food"
"28379","shopping"
"28380","entertainment"
"28381","none"
"28382","people"
"28383","none"
"28384","entertainment"
"28385","family"
"28386","people"
"28387","exercise"
"28388","school"
"28389","entertainment"
"28390","work"
"28391","food"
"28392","entertainment"
"28393","none"
"28394","family"
"28395","none"
"28396","family"
"28397","none"
"28398","family"
"28399","none"
"28400","food"
"28401","people"
"28402","none"
"28403","entertainment"
"28404","family"
"28405","none"
"28406","school"
"28407","entertainment"
"28408","people"
"28409","family"
"28410","none"
"28411","people"
"28412","none"
"28413","none"
"28414","food"
"28415","exercise"
"28416","shopping"
"28417","none"
"28418","food"
"28419","entertainment"
"28420","entertainment"
"28421","food"
"28422","food"
"28423","exercise"
"28424","people"
"28425","none"
"28426","shopping"
"28427","family"
"28428","family"
"28429","pets"
"28430","none"
"28431","none"
"28432","exercise"
"28433","none"
"28434","food"
"28435","food"
"28436","none"
"28437","family"
"28438","people"
"28439","people"
"28440","pets"
"28441","food"
"28442","none"
"28443","family"
"28444","pets"
"28445","people"
"28446","food"
"28447","people"
"28448","none"
"28449","entertainment"
"28450","family"
"28451","pets"
"28452","family"
"28453","food"
"28454","people"
"28455","none"
"28456","none"
"28457","none"
"28458","entertainment"
"28459","entertainment"
"28460","none"
"28461","food"
"28462","food"
"28463","family"
"28464","none"
"28465","none"
"28466","work"
"28467","food"
"28468","food"
"28469","shopping"
"28470","food"
"28471","family"
"28472","people"
"28473","work"
"28474","none"
"28475","people"
"28476","people"
"28477","shopping"
"28478","food"
"28479","none"
"28480","family"
"28481","food"
"28482","family"
"28483","family"
"28484","exercise"
"28485","none"
"28486","people"
"28487","none"
"28488","none"
"28489","none"
"28490","none"
"28491","exercise"
"28492","food"
"28493","work"
"28494","family"
"28495","family"
"28496","none"
"28497","people"
"28498","people"
"28499","people"
"28500","none"
"28501","people"
"28502","people"
"28503","exercise"
"28504","family"
"28505","people"
"28506","none"
"28507","shopping"
"28508","none"
"28509","exercise"
"28510","none"
"28511","people"
"28512","people"
"28513","none"
"28514","people"
"28515","food"
"28516","exercise"
"28517","entertainment"
"28518","people"
"28519","people"
"28520","food"
"28521","none"
"28522","food"
"28523","family"
"28524","none"
"28525","none"
"28526","exercise"
"28527","people"
"28528","entertainment"
"28529","people"
"28530","none"
"28531","none"
"28532","people"
"28533","people"
"28534","food"
"28535","food"
"28536","food"
"28537","entertainment"
"28538","entertainment"
"28539","none"
"28540","none"
"28541","none"
"28542","none"
"28543","work"
"28544","family"
"28545","work"
"28546","people"
"28547","food"
"28548","people"
"28549","none"
"28550","family"
"28551","people"
"28552","food"
"28553","exercise"
"28554","family"
"28555","family"
"28556","people"
"28557","none"
"28558","none"
"28559","family"
"28560","family"
"28561","none"
"28562","family"
"28563","family"
"28564","family"
"28565","family"
"28566","family"
"28567","family"
"28568","shopping"
"28569","food"
"28570","none"
"28571","entertainment"
